# omega_cold,sigma8_cold
0.30822425,0.66383755
0.26057313,0.69301558
0.37091595,0.73844654
0.38445472,0.73130776
0.29936224,0.89466576
0.32648235,0.69982327
0.23392410,0.67587327
0.35497163,0.82881780
0.25868370,0.84697334
0.34230434,0.84610411
0.27273649,0.80244941
0.34544604,0.81460366
0.33962901,0.68593629
0.27075875,0.73948011
0.33231469,0.85571248
0.39518919,0.77562125
0.27095588,0.80814871
0.32289688,0.66990284
0.25689969,0.86920787
0.29343952,0.77853954
0.31946477,0.85343696
0.29755014,0.76194183
0.32043481,0.74206873
0.27987179,0.81289625
0.23797517,0.68545995
0.38175673,0.84208265
0.35483359,0.70224406
0.38819944,0.83564978
0.28609920,0.85545594
0.26326922,0.72809888
0.39424128,0.78367320
0.27568593,0.74215610
0.28039889,0.66967473
0.33834788,0.87547522
0.35649262,0.73972026
0.32706789,0.65901112
0.37647886,0.75370519
0.35220020,0.77607769
0.31347330,0.78989382
0.31053655,0.74269256
0.34766839,0.67677670
0.23757041,0.68320064
0.33512091,0.75168656
0.28408572,0.82482232
0.34850298,0.82736181
0.36664485,0.70352671
0.26443989,0.83289505
0.29008199,0.84957258
0.30133370,0.87860686
0.25577083,0.76520770
0.29810826,0.88918107
0.28691892,0.88705704
0.31067204,0.88034194
0.31359415,0.69727608
0.39460101,0.70298339
0.23296757,0.81323110
0.33949704,0.86454599
0.32589356,0.80841151
0.32561682,0.72811071
0.38073817,0.70263989
0.30565709,0.87918537
0.33673183,0.71808199
0.37692009,0.80438024
0.28478038,0.85818656
0.27337369,0.79144747
0.38755136,0.76491182
0.24956916,0.67565802
0.36671246,0.83756019
0.30127723,0.75100665
0.31762093,0.84123516
0.25151195,0.71259154
0.28600741,0.66872840
0.29958570,0.79371201
0.28189474,0.76064874
0.33262657,0.84384517
0.37585365,0.88685140
0.39308941,0.87046913
0.38898220,0.70991654
0.28351913,0.74639042
0.39255787,0.83737993
0.26223012,0.79325978
0.35105770,0.66263995
0.25459813,0.73887692
0.24669598,0.65036195
0.26623461,0.81499471
0.24555807,0.70398753
0.39428742,0.67668292
0.33104884,0.82030427
0.35705329,0.84057367
0.24803801,0.69412657
0.36833695,0.68708394
0.25641014,0.78553951
0.23712097,0.67984758
0.29140004,0.76765408
0.37747252,0.67321933
0.24614067,0.75216962
0.35753123,0.82308592
0.35919374,0.86368435
0.29941249,0.81464623
0.33536747,0.66245244
0.28742891,0.89133422
0.31419046,0.77533402
0.28107326,0.67409959
0.35889471,0.86133536
0.36056372,0.78316557
0.26687279,0.70468726
0.39764538,0.87473908
0.39656022,0.70716875
0.25017003,0.86481562
0.35597051,0.78759568
0.39470757,0.80461765
0.26888676,0.81518752
0.39776206,0.67032625
0.33327015,0.73768268
0.25102857,0.83779344
0.25375812,0.65327423
0.31794750,0.68145804
0.33304131,0.87653709
0.37700573,0.79934010
0.26399930,0.87789750
0.26740587,0.73742511
0.30629573,0.69151106
0.23768823,0.82610433
0.26149173,0.73308450
0.27191016,0.80342853
0.38478292,0.84145185
0.32118756,0.65327910
0.31426770,0.70774513
0.37378593,0.78061387
0.26404532,0.65552085
0.33659933,0.82338994
0.26385095,0.79782767
0.30601291,0.83922189
0.38423598,0.77505217
0.32263149,0.87048983
0.25145498,0.77790123
0.33699101,0.77033332
0.23628224,0.75603116
0.29271246,0.68847140
0.35034956,0.70471919
0.26048668,0.72844122
0.29278293,0.74792952
0.28184162,0.87353068
0.23322539,0.82126264
0.37726764,0.85772848
0.31291201,0.69330245
0.35265708,0.85792601
0.31414612,0.74207670
0.39191529,0.76523944
0.31769347,0.70624143
0.29292909,0.78529397
0.27586460,0.84981259
0.31180591,0.68895925
0.38190314,0.67288929
0.37150011,0.68144477
0.36075001,0.88179504
0.30206782,0.89028100
0.39208523,0.74327843
0.31162905,0.87462796
0.38251160,0.72468003
0.23605770,0.67637884
0.36144412,0.78293950
0.25201816,0.75295639
0.31215330,0.81047683
0.32743729,0.65006086
0.25866020,0.78101936
0.30952871,0.81354009
0.32541430,0.75331885
0.30812364,0.82887985
0.23591778,0.72542325
0.37464323,0.83751332
0.27019456,0.86423882
0.25071622,0.71363820
0.25931511,0.70023748
0.24503697,0.84712955
0.39138532,0.66164147
0.30099539,0.66750366
0.30306339,0.89451043
0.30958915,0.74013152
0.39093494,0.66950821
0.35734266,0.73563722
0.25019687,0.83261547
0.31143211,0.65430033
0.24181713,0.68192085
0.29230807,0.70159920
0.37451031,0.89385323
0.37496429,0.80138668
0.37284441,0.70610469
0.34939594,0.76576329
0.27136283,0.81919425
0.25055010,0.81750893
0.31449048,0.85966882
0.35317776,0.79032151
0.34471837,0.83581934
0.32413745,0.75827523
0.33652179,0.88786109
0.39133829,0.82725481
0.36980196,0.75798974
0.26272215,0.82698148
0.27736566,0.71067158
0.32531231,0.87575268
0.25833895,0.72839253
0.25047556,0.84539165
0.26654538,0.79096350
0.35634091,0.69066176
0.31282899,0.73958562
0.30705942,0.86867889
0.38949103,0.84263088
0.31608187,0.81438043
0.35895849,0.79512033
0.30713755,0.69054918
0.30653017,0.75573190
0.28686776,0.84257298
0.27427000,0.79420506
0.30745422,0.86345754
0.26060554,0.89676187
0.24329990,0.75105202
0.39097129,0.68629211
0.39211077,0.72240138
0.23057043,0.80673312
0.26422370,0.85037522
0.39386025,0.89833001
0.33339591,0.88759878
0.24294118,0.66821613
0.34825797,0.68356215
0.24517658,0.81292162
0.28521401,0.72847242
0.29324616,0.77776621
0.34846932,0.66910770
0.33914532,0.73268652
0.24406011,0.72194036
0.34833979,0.85659812
0.36257042,0.75557529
0.28389261,0.71776051
0.31101134,0.68129117
0.29458845,0.67145574
0.34163903,0.75108769
0.33526296,0.87418510
0.33857698,0.69466888
0.29578441,0.68825672
0.36613288,0.81604586
0.32400924,0.87412817
0.23000521,0.75782400
0.24161052,0.66168603
0.29105920,0.82966008
0.28136661,0.68870192
0.23975311,0.70093302
0.36523408,0.73335110
0.23066333,0.68883152
0.23099509,0.76716950
0.31600619,0.69733159
0.27803823,0.65786372
0.32786113,0.79302934
0.24183737,0.83775892
0.26701495,0.74396824
0.38904568,0.75959886
0.34063962,0.66501418
0.32692655,0.79759387
0.30799244,0.89826030
0.34991405,0.66677339
0.37140995,0.79814059
0.24559954,0.74266422
0.32996314,0.71774198
0.25700011,0.65680151
0.31221777,0.88703921
0.30106429,0.77233855
0.35181495,0.70876187
0.25296160,0.65214739
0.29874095,0.65149690
0.37826702,0.89496108
0.34364618,0.75344909
0.31546544,0.76686356
0.34332166,0.68676876
0.30071799,0.84266958
0.30884133,0.69241497
0.32787701,0.74352498
0.29619525,0.69804766
0.24729666,0.89219177
0.27558468,0.82124445
0.26496859,0.87500147
0.35812716,0.74024683
0.27732551,0.70710047
0.35461650,0.65528474
0.33786523,0.88584779
0.38089243,0.87979490
0.33606941,0.81816450
0.29421947,0.68370172
0.34376146,0.67862507
0.29085355,0.82225878
0.29985355,0.67387356
0.35620931,0.80398580
0.27182503,0.69654627
0.24751793,0.83913316
0.29629224,0.75857113
0.26566185,0.78760364
0.27134341,0.75875728
0.24705101,0.82432481
0.34357426,0.83623315
0.27957098,0.82158526
0.35974937,0.74733530
0.34379179,0.87698257
0.32355790,0.73164481
0.37005343,0.85977795
0.35531266,0.70746321
0.31720453,0.83652285
0.36001184,0.75012472
0.23992823,0.66096944
0.29776515,0.85267078
0.37716418,0.70553954
0.28747149,0.65373004
0.27702272,0.66542812
0.39567939,0.83428058
0.26012148,0.71605217
0.24228220,0.65279159
0.25012533,0.79834970
0.37663778,0.71585215
0.30204945,0.67277576
0.36611729,0.86161020
0.34676863,0.87476143
0.35098355,0.83999291
0.27905224,0.89892042
0.33432102,0.81883373
0.36975482,0.76922674
0.25350240,0.80047951
0.29720688,0.65645725
0.32683683,0.66877812
0.26084457,0.85076804
0.38786031,0.82545984
0.33703087,0.68446897
0.32822497,0.73601128
0.31754727,0.83705974
0.37780156,0.81005445
0.32466774,0.85358628
0.31788043,0.79106318
0.24528886,0.84096975
0.34369635,0.70112255
0.38815390,0.75056015
0.23368484,0.65398136
0.23135856,0.81573064
0.23381497,0.84912223
0.28242665,0.68315623
0.31200302,0.70290277
0.30674204,0.84450755
0.36446526,0.84608228
0.25665688,0.74574771
0.27529946,0.72234413
0.26598231,0.77460644
0.30477494,0.79633573
0.30685166,0.68399647
0.33597346,0.85870351
0.27684176,0.80836555
0.26441157,0.87027339
0.30943668,0.73494425
0.29636825,0.72833235
0.25263350,0.65804988
0.27159587,0.82273411
0.24369554,0.84420189
0.30609600,0.76413882
0.36160126,0.84087561
0.30826016,0.66928394
0.29347938,0.78546878
0.31319993,0.89262256
0.31427498,0.74155543
0.39077555,0.71723761
0.28042851,0.78449621
0.35248134,0.75069325
0.34620184,0.67461395
0.32193184,0.81230293
0.34136064,0.65261385
0.23956404,0.76394545
0.39456456,0.65621379
0.36297372,0.66440090
0.25397313,0.79650691
0.29858023,0.86175233
0.26668026,0.79595973
0.31709765,0.65736832
0.28509323,0.75784715
0.31534579,0.87315548
0.30199906,0.76391709
0.29078851,0.80091366
0.31296770,0.83522702
0.29514613,0.84645210
0.34820355,0.84220089
0.34508209,0.83794881
0.26811258,0.85574024
0.35387462,0.83317075
0.37703380,0.65194511
0.33638669,0.76880598
0.35568710,0.80750810
0.24320336,0.72920884
0.31341583,0.87580156
0.35468987,0.71986862
0.36906491,0.78055859
0.37661733,0.80768419
0.23281929,0.85973317
0.36890240,0.65514318
0.25391624,0.66176669
0.25423637,0.70621365
0.23558976,0.84299517
0.27789679,0.84297178
0.29654329,0.78542640
0.26931374,0.89735247
0.30467933,0.86402393
0.28233074,0.80845597
0.26286367,0.86949858
0.34412479,0.72381559
0.34292584,0.79059567
0.38611107,0.87777341
0.28482794,0.77333401
0.24273750,0.79178221
0.33864941,0.74044541
0.30437499,0.70748504
0.38996398,0.84664691
0.26438784,0.86999171
0.31477781,0.87417358
0.29436343,0.78914220
0.23008530,0.68790089
0.34160258,0.82003213
0.29365479,0.88450773
0.37427736,0.69587029
0.33937670,0.88838490
0.31812823,0.77243320
0.24289092,0.76470039
0.28561247,0.65967400
0.36290826,0.79696588
0.24892093,0.69436232
0.34514207,0.82759357
0.34429964,0.81809566
0.23895802,0.89067299
0.25315864,0.65135340
0.32494256,0.76896779
0.39552568,0.83772433
0.25385859,0.76565750
0.39883299,0.81039030
0.35995556,0.67564765
0.37937638,0.70517671
0.38790005,0.65877693
0.28618642,0.77870877
0.36569522,0.84361458
0.27612094,0.71304844
0.24009614,0.88314762
0.36743902,0.84950747
0.27403356,0.68373524
0.38401751,0.86840630
0.27506097,0.83409968
0.38690523,0.70106673
0.34695534,0.85420470
0.30857808,0.70618261
0.30068364,0.81892980
0.39298449,0.74079513
0.34842798,0.77913791
0.25705653,0.75899720
0.27004319,0.84949750
0.32808721,0.73964669
0.37308978,0.80304288
0.29746696,0.87124195
0.28496273,0.70666093
0.34300037,0.77316750
0.39525505,0.89776109
0.32806713,0.84917995
0.38704805,0.71618819
0.30378049,0.68831117
0.32966639,0.74083778
0.25602637,0.82995490
0.28349728,0.76231728
0.28974539,0.69692393
0.27849965,0.67550760
0.30551278,0.77298807
0.33343924,0.78764430
0.36247779,0.80575591
0.32899182,0.83384650
0.27387769,0.69441013
0.39473609,0.69820725
0.27981503,0.80755450
0.30871878,0.71251167
0.31587849,0.68404737
0.29722370,0.82289916
0.28313731,0.69972264
0.26950476,0.72150903
0.23430732,0.67631447
0.34277647,0.70053917
0.36682700,0.75483199
0.34608316,0.80721271
0.25800772,0.85697584
0.25370214,0.81083758
0.23725085,0.76042434
0.28701898,0.78541702
0.26819465,0.80980001
0.24744678,0.70604882
0.38080595,0.85032436
0.24850281,0.85187321
0.27715913,0.85375158
0.33396272,0.82443458
0.33000604,0.69384840
0.31267546,0.76084746
0.23321155,0.71524222
0.37517979,0.71206415
0.30614797,0.74360497
0.38576073,0.73095383
0.31761109,0.72267878
0.25491339,0.86041942
0.31088695,0.79944313
0.39238355,0.79061893
0.32906977,0.74531622
0.39499308,0.83892792
0.27417803,0.89301198
0.32332422,0.86545446
0.32800232,0.72619741
0.34805645,0.68475820
0.29630348,0.86348526
0.32438784,0.72511518
0.25606044,0.69314710
0.25713134,0.68569178
0.24107558,0.68421609
0.33294247,0.78173798
0.25412847,0.74783333
0.31370259,0.86209134
0.27589005,0.65246009
0.23672665,0.76711674
0.24421720,0.65808381
0.39996370,0.77663897
0.32132582,0.83529909
0.36884146,0.79094592
0.38931538,0.88576439
0.39253683,0.77492712
0.31910627,0.67927614
0.37568513,0.81732834
0.23615532,0.80543608
0.32091255,0.87138287
0.27594167,0.81712639
0.24923653,0.80391829
0.29449565,0.84253253
0.39799444,0.74732429
0.31121341,0.75207683
0.25920473,0.71824725
0.24846724,0.80935880
0.25362883,0.81682914
0.24770510,0.81987732
0.31821507,0.80225469
0.36770823,0.84774371
0.31273040,0.80327248
0.35845780,0.77482165
0.28462931,0.86387364
0.33785991,0.80911920
0.27687546,0.72028033
0.23064503,0.66607874
0.30002537,0.85536644
0.34575880,0.74026493
0.36324338,0.66101178
0.30280953,0.87862804
0.38522829,0.87730446
0.34519944,0.70978606
0.27647826,0.72386880
0.36793671,0.81903595
0.37813241,0.74249194
0.24409288,0.72868509
0.28806751,0.74812030
0.39217931,0.81599089
0.29434706,0.68894158
0.32780646,0.85433109
0.39181742,0.89597946
0.24533924,0.68936102
0.26865798,0.88749912
0.38160616,0.88120544
0.27782206,0.73595244
0.30213065,0.88895520
0.35565633,0.73443026
0.34440989,0.76759280
0.27954223,0.78098017
0.29487846,0.88304247
0.24728372,0.86075083
0.29258653,0.79138882
0.32802961,0.81268976
0.35698060,0.89786419
0.27345495,0.72797727
0.33553715,0.66841089
0.31307148,0.76473237
0.39537875,0.84481093
0.31554910,0.84085626
0.37416550,0.71128135
0.30783945,0.80871254
0.26142300,0.87294994
0.36967445,0.70025975
0.34610780,0.87177959
0.34142281,0.87238104
0.35108434,0.89782864
0.33382896,0.72458574
0.29147199,0.71930888
0.32523879,0.71161082
0.32967956,0.66240475
0.25839542,0.82756805
0.39957570,0.89363232
0.26172221,0.74212572
0.32974038,0.88293112
0.25062764,0.73464570
0.29686876,0.81885587
0.32219915,0.78132829
0.30102414,0.80601548
0.23879740,0.70333919
0.29250715,0.75369616
0.23122676,0.81371289
0.24574117,0.81899959
0.28575195,0.79619589
0.27984901,0.78878012
0.24903612,0.78456020
0.26705737,0.71716741
0.39748589,0.86456140
0.26321994,0.80604437
0.25872439,0.66098823
0.25090184,0.81400006
0.26656505,0.74597870
0.26386632,0.74193617
0.38714215,0.87946202
0.39176703,0.75713002
0.33049553,0.68095185
0.27811641,0.74716214
0.38341291,0.82043740
0.23950462,0.66714539
0.37031845,0.67960470
0.29586037,0.65038793
0.26160577,0.66209233
0.38733905,0.77917149
0.30307778,0.77486386
0.34945352,0.78111532
0.26871206,0.81341858
0.38693133,0.70837316
0.33995998,0.82530520
0.24174017,0.78058194
0.28448644,0.67587998
0.26280336,0.77601289
0.37013475,0.85361769
0.34827233,0.76019180
0.38162630,0.73757283
0.23491225,0.85017506
0.29983822,0.69447793
0.24093183,0.65386404
0.38539212,0.77472175
0.26225748,0.73826950
0.27630910,0.75967490
0.32778157,0.74669384
0.34880962,0.85109436
0.37355385,0.85831681
0.23061854,0.68775274
0.38149376,0.81563264
0.23604579,0.69044601
0.34241555,0.70250089
0.31582243,0.82574306
0.28864233,0.79522911
0.25290464,0.79411098
0.23250095,0.84308319
0.30983807,0.72277026
0.35438719,0.82900087
0.34137382,0.67333961
0.39845999,0.89209845
0.29917602,0.74096958
0.26138532,0.69591164
0.36449930,0.72702424
0.39024513,0.82154559
0.27032312,0.85188110
0.39836205,0.66294027
0.35095080,0.85135352
0.26243095,0.85346975
0.27460274,0.71696992
0.24000760,0.68609793
0.38877730,0.87661457
0.28530305,0.87299857
0.28961538,0.81657729
0.33302187,0.74605801
0.33500491,0.81666450
0.23343041,0.72564679
0.38029054,0.88956060
0.31728888,0.88213473
0.28685996,0.82719135
0.27867456,0.67200304
0.25977853,0.84913571
0.35742727,0.86469867
0.23848746,0.84367072
0.24418776,0.65201282
0.39729386,0.89949764
0.27603008,0.66692619
0.24539154,0.68969046
0.33324034,0.85628499
0.33886643,0.79066144
0.28870522,0.66753941
0.33711191,0.81312382
0.32696758,0.80358925
0.23447298,0.75341890
0.37719324,0.65703289
0.23015197,0.86474617
0.38914837,0.78798325
0.37857254,0.70868165
0.25327525,0.77200604
0.28414513,0.77168114
0.27724551,0.73000419
0.23388059,0.82155495
0.38944411,0.83823812
0.35612915,0.65858713
0.28831253,0.66231422
0.39211506,0.69185502
0.36946865,0.87926878
0.25859894,0.80353108
0.28754608,0.85807733
0.34434925,0.72126052
0.30013916,0.85297563
0.32130266,0.87088188
0.32032447,0.82556397
0.39936741,0.83324528
0.33847944,0.66206223
0.35408147,0.83008207
0.33330475,0.82220309
0.32995474,0.69879499
0.38095856,0.78606221
0.27393734,0.77088122
0.35356510,0.80584140
0.37116355,0.66444305
0.23676723,0.70167087
0.28640620,0.84734183
0.30949050,0.67951878
0.28980501,0.83808025
0.27238929,0.82224158
0.34912475,0.65920923
0.34665502,0.70732597
0.30261243,0.87205455
0.36078453,0.78178772
0.33547302,0.82132304
0.33373811,0.88772595
0.29340856,0.80207910
0.32577914,0.74619435
0.37622508,0.83015180
0.37271568,0.70897180
0.28413907,0.82248255
0.39720823,0.87911688
0.36509860,0.75739616
0.23384944,0.69918367
0.37275497,0.75888054
0.39502894,0.72179316
0.25169174,0.87301983
0.34693769,0.79749554
0.35340266,0.67007106
0.35993668,0.86793426
0.38653709,0.71093005
0.30897235,0.65289656
0.30232541,0.76777346
0.27259467,0.65124024
0.37243573,0.83099300
0.25324434,0.72190398
0.38701594,0.74230931
0.35305385,0.73552422
0.30854471,0.68481138
0.26180240,0.82769180
0.24700109,0.89165939
0.39371891,0.70893448
0.25863797,0.65338825
0.23643806,0.70646400
0.30184734,0.89142400
0.24124048,0.85011793
0.29868540,0.83530893
0.30478891,0.82778480
0.38220170,0.88248729
0.27719655,0.88865736
0.39146198,0.75544292
0.34516779,0.65474306
0.35395777,0.77064023
0.32165373,0.76911950
0.39961233,0.71453906
0.39072299,0.70464796
0.25199001,0.88182429
0.23486751,0.82656641
0.27384386,0.76296690
0.25975742,0.70809357
0.28722846,0.67553832
0.28000770,0.67324491
0.28115110,0.68047200
0.34624602,0.67828969
0.26974597,0.66835118
0.36086566,0.77393954
0.37266880,0.86520214
0.37394388,0.66931341
0.32157943,0.68407402
0.24948222,0.65352877
0.25363121,0.88329363
0.29794658,0.87323342
0.31820423,0.68266192
0.29096328,0.71253450
0.39616971,0.86886500
0.36813973,0.71152019
0.32045456,0.86902974
0.28338502,0.83931174
0.29855464,0.86195829
0.35128118,0.66730297
0.31165870,0.72910450
0.23155531,0.75526314
0.36467629,0.78801534
0.24930527,0.71241738
0.30421318,0.69481138
0.36592077,0.65046424
0.39561030,0.69370333
0.38061412,0.84235193
0.32477147,0.87193600
0.28041288,0.74420428
0.30126164,0.85912725
0.25747997,0.82438535
0.25759933,0.72592410
0.36838855,0.76854341
0.33114417,0.70858377
0.29727754,0.89512267
0.35943676,0.84434536
0.27652575,0.81583479
0.27171498,0.71932796
0.35074743,0.72019772
0.29189911,0.80254262
0.35810477,0.67347602
0.32446995,0.72545713
0.39051283,0.67806017
0.36657819,0.82997633
0.35955520,0.72249010
0.23653964,0.77619676
0.28942019,0.89876815
0.23196614,0.76277274
0.26071053,0.83077105
0.25222865,0.78359642
0.30243778,0.76192138
0.25161513,0.89307008
0.37677670,0.71764494
0.31936807,0.66917152
0.24996661,0.86293370
0.39163452,0.83633897
0.36332112,0.89889414
0.28503967,0.70924820
0.32885126,0.79056333
0.25359616,0.69005009
0.28572635,0.71626442
0.28732263,0.72159191
0.31190196,0.87542465
0.34734938,0.85946367
0.38602023,0.88929549
0.24683483,0.66129107
0.38664052,0.68784398
0.23949385,0.81632040
0.36238758,0.89054619
0.27914425,0.66445969
0.39003352,0.74769569
0.32161419,0.71137392
0.23310139,0.65816129
0.25388074,0.71088868
0.36210551,0.77528197
0.33339023,0.85582017
0.34816165,0.84590244
0.28545746,0.89197633
0.39918992,0.77823343
0.23927384,0.75515237
0.34506432,0.71031612
0.37952111,0.68041135
0.34031089,0.80884018
0.36012967,0.87732883
0.33746756,0.89342946
0.29806048,0.87398116
0.27052570,0.78805188
0.31507683,0.71694351
0.34765289,0.82461837
0.24935677,0.66660706
0.25228786,0.74735827
0.23191170,0.89021379
0.34133592,0.82377876
0.35718902,0.72050116
0.32509128,0.76578000
0.26821656,0.88655741
0.36676225,0.79583535
0.36377098,0.69193027
0.34651322,0.74643262
0.31797653,0.73252047
0.36697932,0.87153382
0.33653187,0.72987063
0.33407351,0.70196484
0.36651596,0.84021065
0.34027634,0.65323873
0.29659972,0.69601814
0.34823960,0.85009226
0.35267982,0.72362692
0.35118383,0.69483457
0.29951175,0.77547055
0.24664128,0.71588088
